usgs_site,year,start_date,end_date,segment,date,value_std,Flow,quartile,before_count,after_count
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-04-04,396.285714285714,5697.48416666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-04-05,496.8,1814.28083333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-04-06,704.5,757.670833333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-04-07,797,467.8175,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-04-09,1001,266.65,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-04-10,1019,233.14,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-04-12,1111,172.65375,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-04-14,1049.33333333333,237.161666666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-04-19,1225,122.450833333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-04-25,1336,95.0966666666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-05-02,1465,76.2758333333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-05-21,1408.66666666667,65.1970833333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-06-16,2432,8.78,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-07-11,2661,9.205,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-07-26,2829,11.1804166666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-08-09,2819,2.98,1,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-08-23,2775,3.09166666666667,1,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-09-06,3076,2.98,1,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-09-21,3426,2.98,1,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-10-17,1295,6.42333333333333,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2007-11-28,3761,3.35833333333333,1,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2007-12-19,1998,68.5375,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2008-01-11,1956,12.01,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2008-01-22,2047.5,28.9845833333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2008-01-23,513.833333333333,5666.9325,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2008-01-24,478.666666666667,1543.42208333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2008-01-26,731.5,700.185833333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2008-01-27,383.461538461538,5933.47791666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2008-01-28,459,2256.27166666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2008-01-29,598.5,820.20375,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2008-02-09,1303,92.5008333333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2008-12-15,1130.66666666667,123.275,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2008-12-16,1645,7.02625,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2008-12-24,2660,4.88666666666667,2,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2008-12-25,1363,8.31,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-01-06,3094,3.71416666666667,1,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-01-14,3150,1.73083333333333,1,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-01-29,1958,3.87416666666667,1,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-02-04,2328,2.78583333333333,1,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-02-05,1053,9.48708333333333,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-02-06,595,563.284583333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-02-07,534,354.028333333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-02-10,1091,21.03625,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-02-13,629.875,209.252916666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-02-16,651.521739130435,439.48,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-02-17,620.85,410.36875,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-02-18,862.444444444444,61.1979166666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-02-19,967.75,34.88375,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-02-23,1228,17.2879166666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-02-26,1394,10.4070833333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-03-04,838.571428571429,173.057916666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-03-05,1220.5,11.2995833333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-03-12,1556,6.7325,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-03-19,1743,7.00375,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-04-02,2076,5.78458333333333,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-04-07,1911,7.62625,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-04-15,2479,5.49041666666667,2,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-04-22,2928,4.72916666666667,2,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-05-06,2970,2.45541666666667,1,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-05-20,3082,4.33333333333333,2,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-06-03,2883,4.51708333333333,2,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-06-15,2576,4.23208333333333,2,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-06-18,3493,4.63708333333333,2,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-07-01,3635,6.49791666666667,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-08-21,4358,5.16541666666667,2,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-09-08,4179,3.0775,1,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-10-01,1563,3.16125,1,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-10-13,783,46.905,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-10-21,2704,4.22958333333333,2,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-11-18,3236,6.66541666666667,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-12-02,2687,7.60291666666667,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-12-11,1450,21.35375,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-12-12,649.818181818182,246.914583333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-12-13,732,124.92125,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-12-14,1064.33333333333,28.4145833333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2009-12-15,1171.66666666667,20.3483333333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-01-06,2973,7.19583333333333,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-01-14,3093,6.23583333333333,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-01-17,955.8,32.7708333333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-01-18,560.923076923077,717.855833333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-01-19,355.1,269.120416666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-01-20,388.363636363636,1772.24166666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-01-21,552.833333333333,2208.42666666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-01-22,412.428571428571,793.335416666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-01-23,397.5,335.924166666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-01-24,419,193.847083333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-02-05,583.333333333333,739.309583333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-02-06,645.666666666667,321.5625,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-02-09,684.8,281.070416666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-02-10,657,116.474166666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-02-11,700,96.5604166666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-02-18,1488,45.2141666666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-02-27,528,1175.81416666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-02-28,750.333333333333,266.51625,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-03-11,1488,93.07,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-03-15,1299,78.4175,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-03-26,1581,46.7308333333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-04-02,1022,46.2091666666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-04-09,942,22.8154166666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-04-11,524,597.116666666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-04-12,632.666666666667,138.85625,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-04-13,942,76.6520833333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-04-30,956,46.2891666666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-05-10,953,22.55625,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-05-28,1015,13.8058333333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-06-24,2675,12.7175,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-07-30,791,9.57666666666667,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-08-12,1082,9.48708333333333,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-08-26,1046,8.26333333333333,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-10-08,2529,7.9975,3,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2010-11-07,2840,11.3856,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-01-23,1637,64.3754166666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-02-09,1791.5,14.5158333333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-02-17,886.666666666667,25.6391666666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-02-25,661.6,335.39875,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-02-26,869,48.5325,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-03-10,1584,64.9741666666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-03-16,1694,64.5633333333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-03-19,1179,112.15125,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-03-20,440.2,11030.4379166667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-03-29,1053,334.160833333333,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-04-29,2108,14.8875,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-05-19,2360,11.2466666666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-05-25,2004,12.6354166666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-06-06,2160,21.3729166666667,4,85,95
sbc_lter_bel,2008,2008-07-01,2008-07-01,after,2011-06-23,2552,16.5308333333333,4,85,95
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2016-12-01,1775,2.095,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2016-12-07,1985,1.89208333333333,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2016-12-15,547,188.17,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2016-12-16,316.875,310.073333333333,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2016-12-17,853,2.64875,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-01-04,1088,63.5991666666667,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-01-05,376.25,100.0375,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-01-07,551.6,213.086666666667,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-01-08,467.888888888889,27.8804166666667,3,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-01-09,391.25,726.705833333333,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-01-10,863.529411764706,44.2020833333333,3,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-01-11,509.631578947368,652.866666666667,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-01-12,877.571428571429,106.4375,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-01-18,1654.66666666667,19.8283333333333,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-01-19,579.916666666667,480.864583333333,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-01-20,681.444444444444,2770.68916666667,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-01-24,1307,100.1725,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-01-30,2447,8.96958333333333,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-02-06,393.5,985.729166666667,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-02-07,422,370.930416666667,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-02-18,561,4665.09375,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-02-19,977,1123.48541666667,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-03-03,1402,87.3375,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-03-13,1815,43.9541666666667,3,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-03-21,640,385.20625,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-03-22,1132,51.6104166666667,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-04-03,2610,28.69,3,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-04-17,2859,7.25,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-04-24,2749,4.06833333333333,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-05-01,3030,12.5133333333333,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-05-07,2693,19.09625,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-05-15,2927,16.6154166666667,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-05-22,2951,30.7354166666667,3,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-06-05,2918,6.59958333333333,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-06-18,3012,5.47041666666667,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-06-30,3006,5.57291666666667,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-08-15,2840,4.06416666666667,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-09-28,2834,7.81333333333333,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-10-12,2728,8.93083333333333,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-11-02,2527,2.33208333333333,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-11-16,2462,2.64916666666667,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2017-11-30,2503,4.77166666666667,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-01-08,2139,25.78875,3,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-01-09,627.368421052632,856.6925,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-01-10,1012.33333333333,6.57958333333333,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-01-11,1395.66666666667,4.86916666666667,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-01-23,2345,10.1429166666667,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-01-29,2375,12.93625,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-02-05,2265,12.48125,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-02-16,2310,13.1079166666667,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-02-27,2338,15.5879166666667,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-03-02,1232.6,112.990833333333,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-03-04,1257,8.39916666666667,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-03-05,1320,9.4325,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-03-10,732.75,542.7425,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-03-11,439.333333333333,71.18125,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-03-19,1731,10.2075,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-03-20,1641.25,31.3875,3,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-03-21,377.84,2429.61375,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-03-22,357.681818181818,1297.535,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-03-23,933,113.310833333333,4,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-03-24,1030.59090909091,17.6854166666667,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-03-25,1709.33333333333,9.86291666666667,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-04-05,2323,9.955,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-04-10,2443,8.775,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-04-19,2475,7.76,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-04-26,2407,6.19583333333333,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-05-01,2460,9.50791666666667,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-05-10,2420,5.565,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-05-17,2434,11.4279166666667,2,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-05-29,2454,4.70625,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-06-05,2361,2.37791666666667,1,73,0
sbc_lter_bur,2019,2019-11-25,2019-11-25,before,2018-07-28,2387,23.1216666666667,3,73,0
sbc_lter_gav,2004,2004-06-05,2004-06-05,before,2002-08-27,1491,1.5875,1,132,229
sbc_lter_gav,2004,2004-06-05,2004-06-05,before,2002-09-09,1407,0.207916666666667,1,132,229
sbc_lter_gav,2004,2004-06-05,2004-06-05,before,2002-09-24,1378,3.50083333333333,2,132,229
sbc_lter_gav,2004,2004-06-05,2004-06-05,before,2002-10-07,1545,1.36958333333333,1,132,229
sbc_lter_gav,2004,2004-06-05,2004-06-05,before,2002-10-21,1552,7.31625,2,132,229
sbc_lter_gav,2004,2004-06-05,2004-06-05,before,2002-11-04,1515,4.07083333333333,2,132,229
sbc_lter_gav,2004,2004-06-05,2004-06-05,before,2002-11-07,1380.81818181818,39.9783333333333,3,132,229
sbc_lter_gav,2004,2004-06-05,2004-06-05,before,2002-11-08,1060.2,414.330416666667,4,132,229
sbc_lter_gav,2004,2004-06-05,2004-06-05,before,2002-11-09,1277.42857142857,66.6625,4,132,229
sbc_lter_gav,2004,2004-06-05,2004-06-05,before,2002-11-10,1777,26.135,3,132,229
sbc_lter_gav,2004,2004-06-05,2004-06-05,before,2002-11-11,1785,17.1091666666667,3,132,229
sbc_lter_gav,2004,2004-06-05,2004-06-05,before,2002-11-12,1834,12.685,2,132,229
