"fireid","fireYear","usgs.site","firearea","X0","X1","X2","X3"
"NM3338410559720000507",2000,"USGS-08402000",23158037.4318225,3936566.90166207,8504784.77617188,7405017.73183211,3298064.37380515
"NM3338410559720000507",2000,"USGS-08404000",23158037.4318225,3936566.90166207,8504784.77617188,7405017.73183211,3298064.37380515
"NM3338410559720000507",2000,"USGS-08405200",23158037.4318225,3936566.90166207,8504784.77617188,7405017.73183211,3298064.37380515
"NM3338410559720000507",2000,"USGS-08406500",23158037.4318225,3936566.90166207,8504784.77617188,7405017.73183211,3298064.37380515
"NM3338410559720000507",2000,"USGS-08407000",23158037.4318225,3936566.90166207,8504784.77617188,7405017.73183211,3298064.37380515
"NM3338410559720000507",2000,"USGS-08407500",23158037.4318225,3936566.90166207,8504784.77617188,7405017.73183211,3298064.37380515
"NM3341310481020000424",2000,"USGS-08394024",4580065.60655689,39881.1008884804,4540179.07984835,NA,NA
"NM3341310481020000424",2000,"USGS-08394033",4580065.60655689,39881.1008884804,4540179.07984835,NA,NA
"NM3341310481020000424",2000,"USGS-08395500",4580065.60655689,39881.1008884804,4540179.07984835,NA,NA
"NM3341310481020000424",2000,"USGS-08396500",4580065.60655689,39881.1008884804,4540179.07984835,NA,NA
"NM3341310481020000424",2000,"USGS-08401500",4580065.60655689,39881.1008884804,4540179.07984835,NA,NA
"NM3341310481020000424",2000,"USGS-08402000",4580065.60655689,39881.1008884804,4540179.07984835,NA,NA
"NM3341310481020000424",2000,"USGS-08404000",4580065.60655689,39881.1008884804,4540179.07984835,NA,NA
"NM3341310481020000424",2000,"USGS-08405200",4580065.60655689,39881.1008884804,4540179.07984835,NA,NA
"NM3341310481020000424",2000,"USGS-08406500",4580065.60655689,39881.1008884804,4540179.07984835,NA,NA
"NM3341310481020000424",2000,"USGS-08407000",4580065.60655689,39881.1008884804,4540179.07984835,NA,NA
"NM3341310481020000424",2000,"USGS-08407500",4580065.60655689,39881.1008884804,4540179.07984835,NA,NA
"NM3348610384920000601",2000,"USGS-08407000",6063689.78909504,2701974.44365043,3354166.98121936,NA,NA
"NM3348610384920000601",2000,"USGS-08395500",6063689.78909504,2701974.44365043,3354166.98121936,NA,NA
"NM3348610384920000601",2000,"USGS-08396500",6063689.78909504,2701974.44365043,3354166.98121936,NA,NA
"NM3348610384920000601",2000,"USGS-08401500",6063689.78909504,2701974.44365043,3354166.98121936,NA,NA
"NM3348610384920000601",2000,"USGS-08402000",6063689.78909504,2701974.44365043,3354166.98121936,NA,NA
"NM3348610384920000601",2000,"USGS-08404000",6063689.78909504,2701974.44365043,3354166.98121936,NA,NA
"NM3348610384920000601",2000,"USGS-08405200",6063689.78909504,2701974.44365043,3354166.98121936,NA,NA
"NM3348610384920000601",2000,"USGS-08406500",6063689.78909504,2701974.44365043,3354166.98121936,NA,NA
"NM3348610384920000601",2000,"USGS-08407500",6063689.78909504,2701974.44365043,3354166.98121936,NA,NA
"NM3349510445920000328",2000,"USGS-08407000",5230448.14985627,136102.353079044,4932929.80483303,155256.224938725,NA
"NM3349510445920000328",2000,"USGS-08394024",5230448.14985627,136102.353079044,4932929.80483303,155256.224938725,NA
"NM3349510445920000328",2000,"USGS-08394033",5230448.14985627,136102.353079044,4932929.80483303,155256.224938725,NA
"NM3349510445920000328",2000,"USGS-08395500",5230448.14985627,136102.353079044,4932929.80483303,155256.224938725,NA
"NM3349510445920000328",2000,"USGS-08396500",5230448.14985627,136102.353079044,4932929.80483303,155256.224938725,NA
"NM3349510445920000328",2000,"USGS-08401500",5230448.14985627,136102.353079044,4932929.80483303,155256.224938725,NA
"NM3349510445920000328",2000,"USGS-08402000",5230448.14985627,136102.353079044,4932929.80483303,155256.224938725,NA
"NM3349510445920000328",2000,"USGS-08404000",5230448.14985627,136102.353079044,4932929.80483303,155256.224938725,NA
"NM3349510445920000328",2000,"USGS-08405200",5230448.14985627,136102.353079044,4932929.80483303,155256.224938725,NA
"NM3349510445920000328",2000,"USGS-08406500",5230448.14985627,136102.353079044,4932929.80483303,155256.224938725,NA
"NM3349510445920000328",2000,"USGS-08407500",5230448.14985627,136102.353079044,4932929.80483303,155256.224938725,NA
"NM3368210446020000308",2000,"USGS-08386000",233103.618061321,81425.5076746323,152944.70948223,NA,NA
"NM3368210446020000308",2000,"USGS-08394024",233103.618061321,81425.5076746323,152944.70948223,NA,NA
"NM3368210446020000308",2000,"USGS-08394033",233103.618061321,81425.5076746323,152944.70948223,NA,NA
"NM3368210446020000308",2000,"USGS-08395500",233103.618061321,81425.5076746323,152944.70948223,NA,NA
"NM3368210446020000308",2000,"USGS-08396500",233103.618061321,81425.5076746323,152944.70948223,NA,NA
"NM3368210446020000308",2000,"USGS-08401500",233103.618061321,81425.5076746323,152944.70948223,NA,NA
"NM3368210446020000308",2000,"USGS-08402000",233103.618061321,81425.5076746323,152944.70948223,NA,NA
"NM3368210446020000308",2000,"USGS-08404000",233103.618061321,81425.5076746323,152944.70948223,NA,NA
"NM3368210446020000308",2000,"USGS-08405200",233103.618061321,81425.5076746323,152944.70948223,NA,NA
"NM3368210446020000308",2000,"USGS-08406500",233103.618061321,81425.5076746323,152944.70948223,NA,NA
"NM3368210446020000308",2000,"USGS-08407000",233103.618061321,81425.5076746323,152944.70948223,NA,NA
"NM3368210446020000308",2000,"USGS-08407500",233103.618061321,81425.5076746323,152944.70948223,NA,NA
"NM3385110472520000209",2000,"USGS-08386000",7641343.06522812,NA,6788171.07640166,849200.053278186,NA
"NM3385110472520000209",2000,"USGS-08394024",7641343.06522812,NA,6788171.07640166,849200.053278186,NA
"NM3385110472520000209",2000,"USGS-08394033",7641343.06522812,NA,6788171.07640166,849200.053278186,NA
"NM3385110472520000209",2000,"USGS-08395500",7641343.06522812,NA,6788171.07640166,849200.053278186,NA
"NM3385110472520000209",2000,"USGS-08396500",7641343.06522812,NA,6788171.07640166,849200.053278186,NA
"NM3385110472520000209",2000,"USGS-08401500",7641343.06522812,NA,6788171.07640166,849200.053278186,NA
"NM3385110472520000209",2000,"USGS-08402000",7641343.06522812,NA,6788171.07640166,849200.053278186,NA
"NM3385110472520000209",2000,"USGS-08404000",7641343.06522812,NA,6788171.07640166,849200.053278186,NA
"NM3385110472520000209",2000,"USGS-08405200",7641343.06522812,NA,6788171.07640166,849200.053278186,NA
"NM3385110472520000209",2000,"USGS-08406500",7641343.06522812,NA,6788171.07640166,849200.053278186,NA
"NM3385110472520000209",2000,"USGS-08407000",7641343.06522812,NA,6788171.07640166,849200.053278186,NA
"NM3385110472520000209",2000,"USGS-08407500",7641343.06522812,NA,6788171.07640166,849200.053278186,NA
"NM3444410434820000217",2000,"USGS-08385500",38111384.6951491,3707750.90313266,34286210.4297182,104594.811887255,NA
"NM3444410434820000217",2000,"USGS-08385522",104364767.857812,6412799.04356618,97807513.0717065,111391.666536458,NA
"NM3444410434820000217",2000,"USGS-08385630",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3444410434820000217",2000,"USGS-08385643",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3444410434820000217",2000,"USGS-08386000",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3444410434820000217",2000,"USGS-08394024",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3444410434820000217",2000,"USGS-08394033",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3444410434820000217",2000,"USGS-08395500",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3444410434820000217",2000,"USGS-08396500",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3444410434820000217",2000,"USGS-08401500",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3444410434820000217",2000,"USGS-08402000",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3444410434820000217",2000,"USGS-08404000",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3444410434820000217",2000,"USGS-08405200",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3444410434820000217",2000,"USGS-08406500",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3444410434820000217",2000,"USGS-08407000",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3444410434820000217",2000,"USGS-08407500",134740614.434948,6562244.54653033,127069482.384865,1071331.30130208,NA
"NM3468310502120000309",2000,"USGS-08383500",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08394024",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08402000",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08384500",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08385500",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08385522",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08385630",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08385643",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08386000",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08394033",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08395500",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08396500",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08401500",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08404000",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08405200",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08406500",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08407000",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3468310502120000309",2000,"USGS-08407500",1338751.9332386,NA,1340250.94906556,NA,NA
"NM3473010506520000316",2000,"USGS-08383500",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08394024",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08402000",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08384500",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08385500",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08385522",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08385630",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08385643",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08386000",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08394033",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08395500",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08396500",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08401500",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08404000",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08405200",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08406500",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08407000",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3473010506520000316",2000,"USGS-08407500",6638631.16820545,24378.6104932598,6610653.18787531,NA,NA
"NM3511510474220000806",2000,"USGS-08385630",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08383500",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08384500",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08385500",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08385522",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08385643",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08386000",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08394024",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08394033",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08395500",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08396500",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08401500",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08402000",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08404000",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08405200",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08406500",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08407000",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3511510474220000806",2000,"USGS-08407500",5867865.07691598,NA,5865977.00073529,NA,NA
"NM3525310486320000211",2000,"USGS-08385630",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08401500",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08382500",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08383500",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08384500",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08385500",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08385522",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08385643",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08386000",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08394024",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08394033",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08395500",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08396500",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08402000",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08404000",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08405200",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08406500",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08407000",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3525310486320000211",2000,"USGS-08407500",22653418.6836544,81659.611060049,22333912.4987132,220717.465142463,NA
"NM3570310559420000529",2000,"USGS-08382500",4818501.63093773,88606.7197074142,995203.395013787,957504.072081801,2775398.31461397
"NM3570310559420000529",2000,"USGS-08383500",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08384500",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08385500",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08385522",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08385630",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08385643",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08386000",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08394024",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08394033",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08395500",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08396500",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08401500",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08402000",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08404000",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08405200",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08406500",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08407000",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3570310559420000529",2000,"USGS-08407500",90925654.8628858,775445.627037377,10970395.5544577,24203083.301777,54975419.1699066
"NM3220010468420010525",2001,"USGS-08405500",967689.729609603,176896.184964767,650003.653783701,135326.865548407,1074.0006127451
"NM3220010468420010525",2001,"USGS-08406000",967689.729609603,176896.184964767,650003.653783701,135326.865548407,1074.0006127451
"NM3220010468420010525",2001,"USGS-08405105",14668.4420643484,9449.11845894608,4939.22351409314,NA,NA
"NM3220010468420010525",2001,"USGS-08405150",14668.4420643484,9449.11845894608,4939.22351409314,NA,NA
"NM3220010468420010525",2001,"USGS-08405200",14668.4420643484,9449.11845894608,4939.22351409314,NA,NA
"NM3220010468420010525",2001,"USGS-08405400",967689.729609603,176896.184964767,650003.653783701,135326.865548407,1074.0006127451
"NM3220010468420010525",2001,"USGS-08406500",994723.170361327,185486.043435968,665898.133892463,137152.664767157,1825.80104166667
"NM3220010468420010525",2001,"USGS-08407000",994723.170361327,185486.043435968,665898.133892463,137152.664767157,1825.80104166667
"NM3220010468420010525",2001,"USGS-08407500",994723.170361327,185486.043435968,665898.133892463,137152.664767157,1825.80104166667
"NM3420410576620010421",2001,"USGS-08404000",2366432.12091048,14359.3846660539,211000.597066483,275560.86339614,1861865.36269914
"NM3420410576620010421",2001,"USGS-08386000",2366432.12091048,14359.3846660539,211000.597066483,275560.86339614,1861865.36269914
"NM3420410576620010421",2001,"USGS-08394024",2366432.12091048,14359.3846660539,211000.597066483,275560.86339614,1861865.36269914
"NM3420410576620010421",2001,"USGS-08394033",2366432.12091048,14359.3846660539,211000.597066483,275560.86339614,1861865.36269914
"NM3420410576620010421",2001,"USGS-08395500",2366432.12091048,14359.3846660539,211000.597066483,275560.86339614,1861865.36269914
"NM3420410576620010421",2001,"USGS-08396500",2366432.12091048,14359.3846660539,211000.597066483,275560.86339614,1861865.36269914
"NM3420410576620010421",2001,"USGS-08401500",2366432.12091048,14359.3846660539,211000.597066483,275560.86339614,1861865.36269914
"NM3420410576620010421",2001,"USGS-08402000",2366432.12091048,14359.3846660539,211000.597066483,275560.86339614,1861865.36269914
"NM3420410576620010421",2001,"USGS-08405200",2366432.12091048,14359.3846660539,211000.597066483,275560.86339614,1861865.36269914
"NM3420410576620010421",2001,"USGS-08406500",2366432.12091048,14359.3846660539,211000.597066483,275560.86339614,1861865.36269914
"NM3420410576620010421",2001,"USGS-08407000",2366432.12091048,14359.3846660539,211000.597066483,275560.86339614,1861865.36269914
"NM3420410576620010421",2001,"USGS-08407500",2366432.12091048,14359.3846660539,211000.597066483,275560.86339614,1861865.36269914
"NM3217510475620020508",2002,"USGS-08405105",7929266.51068377,470641.945343137,7342852.17665441,109383.6640625,NA
"NM3217510475620020508",2002,"USGS-08405150",7929266.51068377,470641.945343137,7342852.17665441,109383.6640625,NA
"NM3217510475620020508",2002,"USGS-08405200",7929266.51068377,470641.945343137,7342852.17665441,109383.6640625,NA
"NM3217510475620020508",2002,"USGS-08406500",7929266.51068377,470641.945343137,7342852.17665441,109383.6640625,NA
"NM3217510475620020508",2002,"USGS-08407000",7929266.51068377,470641.945343137,7342852.17665441,109383.6640625,NA
"NM3217510475620020508",2002,"USGS-08407500",7929266.51068377,470641.945343137,7342852.17665441,109383.6640625,NA
"NM3286810557020020508",2002,"USGS-08405200",58072885.5492588,238639.837117034,17112971.5651807,20315211.0682521,20354898.8348882
"NM3286810557020020508",2002,"USGS-08397600",58072885.5492588,238639.837117034,17112971.5651807,20315211.0682521,20354898.8348882
"NM3286810557020020508",2002,"USGS-08397620",58072885.5492588,238639.837117034,17112971.5651807,20315211.0682521,20354898.8348882
"NM3286810557020020508",2002,"USGS-08398500",58072885.5492588,238639.837117034,17112971.5651807,20315211.0682521,20354898.8348882
"NM3286810557020020508",2002,"USGS-08401500",58072885.5492588,238639.837117034,17112971.5651807,20315211.0682521,20354898.8348882
"NM3286810557020020508",2002,"USGS-08402000",58072885.5492588,238639.837117034,17112971.5651807,20315211.0682521,20354898.8348882
"NM3286810557020020508",2002,"USGS-08404000",58072885.5492588,238639.837117034,17112971.5651807,20315211.0682521,20354898.8348882
"NM3286810557020020508",2002,"USGS-08406500",58072885.5492588,238639.837117034,17112971.5651807,20315211.0682521,20354898.8348882
"NM3286810557020020508",2002,"USGS-08407000",58072885.5492588,238639.837117034,17112971.5651807,20315211.0682521,20354898.8348882
"NM3286810557020020508",2002,"USGS-08407500",58072885.5492588,238639.837117034,17112971.5651807,20315211.0682521,20354898.8348882
"NM3329110544820020323",2002,"USGS-08390500",65010700.4421476,9200022.62418045,47083779.8380362,8170310.75345435,506226.366620711
"NM3329110544820020323",2002,"USGS-08390800",65010700.4421476,9200022.62418045,47083779.8380362,8170310.75345435,506226.366620711
"NM3329110544820020323",2002,"USGS-08393610",65010700.4421476,9200022.62418045,47083779.8380362,8170310.75345435,506226.366620711
"NM3329110544820020323",2002,"USGS-08394024",65010700.4421476,9200022.62418045,47083779.8380362,8170310.75345435,506226.366620711
"NM3329110544820020323",2002,"USGS-08394033",65010700.4421476,9200022.62418045,47083779.8380362,8170310.75345435,506226.366620711
"NM3329110544820020323",2002,"USGS-08395500",65082628.7183931,9200022.62418045,47121395.0020068,8196588.49537378,513325.44140625
"NM3329110544820020323",2002,"USGS-08396500",65082628.7183931,9200022.62418045,47121395.0020068,8196588.49537378,513325.44140625
"NM3329110544820020323",2002,"USGS-08401500",65082628.7183931,9200022.62418045,47121395.0020068,8196588.49537378,513325.44140625
"NM3329110544820020323",2002,"USGS-08402000",65082628.7183931,9200022.62418045,47121395.0020068,8196588.49537378,513325.44140625
"NM3329110544820020323",2002,"USGS-08404000",65082628.7183931,9200022.62418045,47121395.0020068,8196588.49537378,513325.44140625
"NM3329110544820020323",2002,"USGS-08405200",65082628.7183931,9200022.62418045,47121395.0020068,8196588.49537378,513325.44140625
"NM3329110544820020323",2002,"USGS-08406500",65082628.7183931,9200022.62418045,47121395.0020068,8196588.49537378,513325.44140625
"NM3329110544820020323",2002,"USGS-08407000",65082628.7183931,9200022.62418045,47121395.0020068,8196588.49537378,513325.44140625
"NM3329110544820020323",2002,"USGS-08407500",65082628.7183931,9200022.62418045,47121395.0020068,8196588.49537378,513325.44140625
"NM3417210306820020610",2002,"USGS-08079575",90278.3322016318,NA,90076.4454886642,NA,NA
"NM3533210450220020602",2002,"USGS-07222500",3557919.5265942,3062635.39966299,494257.671361826,NA,NA
"NM3584910555020020615",2002,"USGS-08383500",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08384500",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08385500",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08385522",12841893.1897571,158784.0136106,2831773.37300858,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08385630",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08385643",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08386000",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08394024",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08394033",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08395500",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08396500",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08401500",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08402000",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08404000",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08405200",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08406500",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08407000",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3584910555020020615",2002,"USGS-08407500",12840373.8957204,158784.0136106,2830231.43048407,2670047.4966682,7175061.00602022
"NM3299610542820030509",2003,"USGS-08405200",13829476.8099517,1685347.75238205,4050400.0950674,4651528.87814798,3435068.09721967
"NM3299610542820030509",2003,"USGS-08397600",13829476.8099517,1685347.75238205,4050400.0950674,4651528.87814798,3435068.09721967
"NM3299610542820030509",2003,"USGS-08397620",13829476.8099517,1685347.75238205,4050400.0950674,4651528.87814798,3435068.09721967
"NM3299610542820030509",2003,"USGS-08398500",13829476.8099517,1685347.75238205,4050400.0950674,4651528.87814798,3435068.09721967
"NM3299610542820030509",2003,"USGS-08401500",13829476.8099517,1685347.75238205,4050400.0950674,4651528.87814798,3435068.09721967
"NM3299610542820030509",2003,"USGS-08402000",13829476.8099517,1685347.75238205,4050400.0950674,4651528.87814798,3435068.09721967
"NM3299610542820030509",2003,"USGS-08404000",13829476.8099517,1685347.75238205,4050400.0950674,4651528.87814798,3435068.09721967
"NM3299610542820030509",2003,"USGS-08406500",13829476.8099517,1685347.75238205,4050400.0950674,4651528.87814798,3435068.09721967
"NM3299610542820030509",2003,"USGS-08407000",13829476.8099517,1685347.75238205,4050400.0950674,4651528.87814798,3435068.09721967
