"","usgs_site","year","start_date","end_date","segment","date","value_std","Flow","quartile","before_count","after_count","fire_period"
"73","sbc_lter_bel",2008,"2008-07-01","2008-07-01","before","2006-10-17",22.7976,6.423333333,3,84,87,"Prefire"
"74","sbc_lter_bel",2008,"2008-07-01","2008-07-01","before","2007-11-28",27.6808,3.358333333,1,84,87,"Prefire"
"75","sbc_lter_bel",2008,"2008-07-01","2008-07-01","before","2007-12-19",16.4934,68.5375,4,84,87,"Prefire"
"76","sbc_lter_bel",2008,"2008-07-01","2008-07-01","before","2008-01-11",13.0942,12.01,4,84,87,"Prefire"
"77","sbc_lter_bel",2008,"2008-07-01","2008-07-01","before","2008-01-22",13.44455,28.98458333,4,84,87,"Prefire"
"78","sbc_lter_bel",2008,"2008-07-01","2008-07-01","before","2008-01-23",3.69215,5666.9325,4,84,87,"Prefire"
"79","sbc_lter_bel",2008,"2008-07-01","2008-07-01","before","2008-01-24",3.717466667,1543.422083,4,84,87,"Prefire"
"80","sbc_lter_bel",2008,"2008-07-01","2008-07-01","before","2008-01-26",3.9375,700.1858333,4,84,87,"Prefire"
"81","sbc_lter_bel",2008,"2008-07-01","2008-07-01","before","2008-01-27",2.743569231,5933.477917,4,84,87,"Prefire"
"82","sbc_lter_bel",2008,"2008-07-01","2008-07-01","before","2008-01-28",3.144866667,2256.271667,4,84,87,"Prefire"
"83","sbc_lter_bel",2008,"2008-07-01","2008-07-01","before","2008-01-29",3.4804,820.20375,4,84,87,"Prefire"
"84","sbc_lter_bel",2008,"2008-07-01","2008-07-01","before","2008-02-09",5.3928,92.50083333,4,84,87,"Prefire"
"85","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2001-11-21",0.0168,58.16666667,4,139,228,"Prefire"
"86","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-04-24",0.0084,25.95708333,3,139,228,"Prefire"
"87","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-05-29",0.0112,13.09833333,2,139,228,"Prefire"
"88","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-08-27",0.0014,1.5875,1,139,228,"Prefire"
"89","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-09-09",0.0028,0.2079166667,1,139,228,"Prefire"
"90","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-09-24",0.0028,3.500833333,2,139,228,"Prefire"
"91","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-10-07",0.0056,1.369583333,1,139,228,"Prefire"
"92","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-11-04",0.007,4.070833333,2,139,228,"Prefire"
"93","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-11-07",0.2158545455,39.97833333,3,139,228,"Prefire"
"94","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-11-08",0.16226,414.3304167,4,139,228,"Prefire"
"95","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-11-09",0.2002,66.6625,4,139,228,"Prefire"
"96","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-11-10",0.0049,26.135,3,139,228,"Prefire"
"97","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-11-11",0.007,17.10916667,3,139,228,"Prefire"
"98","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-11-12",0.0014,12.685,2,139,228,"Prefire"
"99","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-12-02",0.0084,14.63208333,3,139,228,"Prefire"
"100","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-12-09",0.0112,13.0975,2,139,228,"Prefire"
"101","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-12-16",0.5306,720.7408333,4,139,228,"Prefire"
"102","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-12-17",0.51835,43.8325,3,139,228,"Prefire"
"103","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-12-18",0.0637,17.69958333,3,139,228,"Prefire"
"104","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-12-19",0.0084,2216.17875,4,139,228,"Prefire"
"105","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-12-20",1.948333333,1482.693333,4,139,228,"Prefire"
"106","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2002-12-21",1.028066667,1195.273333,4,139,228,"Prefire"
"107","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-01-23",0.0056,17.10958333,3,139,228,"Prefire"
"108","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-01-29",0.0056,14.98541667,3,139,228,"Prefire"
"109","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-02-11",0.0056,49.67291667,3,139,228,"Prefire"
"110","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-02-12",0.1354,293.0783333,4,139,228,"Prefire"
"111","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-02-13",0.4621647059,921.6725,4,139,228,"Prefire"
"112","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-02-14",0.3756666667,213.7920833,4,139,228,"Prefire"
"113","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-02-15",0.0805,116.9866667,4,139,228,"Prefire"
"114","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-02-16",0.0252,88.90416667,4,139,228,"Prefire"
"115","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-02-17",0.0084,75.74791667,4,139,228,"Prefire"
"116","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-02-23",0.0042,52.15,4,139,228,"Prefire"
"117","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-02-24",0.043925,66.36708333,4,139,228,"Prefire"
"118","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-02-25",0.049,119.6979167,4,139,228,"Prefire"
"119","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-02-26",0.0056,56.98625,4,139,228,"Prefire"
"120","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-02-27",0.0154,74.155,4,139,228,"Prefire"
"121","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-03-04",0.0014,57.28166667,4,139,228,"Prefire"
"122","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-03-05",0.0014,50.2025,3,139,228,"Prefire"
"123","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-03-14",0.007,31.50291667,3,139,228,"Prefire"
"124","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-03-15",0.5663411765,5436.44625,4,139,228,"Prefire"
"125","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-03-16",0.69405,682.5525,4,139,228,"Prefire"
"126","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-03-17",0.3304,282.81375,4,139,228,"Prefire"
"127","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-03-18",0.175,192.2008333,4,139,228,"Prefire"
"128","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-03-19",0.0868,130.6133333,4,139,228,"Prefire"
"129","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-03-26",0.0098,63.71166667,4,139,228,"Prefire"
"130","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-04-02",0.0112,43.77333333,3,139,228,"Prefire"
"131","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-04-11",0.0056,40.46875,3,139,228,"Prefire"
"132","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-04-12",0.0014,45.18875,3,139,228,"Prefire"
"133","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-04-13",0.006066666667,230.9004167,4,139,228,"Prefire"
"134","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-04-14",0.028,263.69875,4,139,228,"Prefire"
"135","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-04-15",0.0084,116.0425,4,139,228,"Prefire"
"136","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-04-17",0.0126,76.45583333,4,139,228,"Prefire"
"137","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-05-01",0.0056,30.85458333,3,139,228,"Prefire"
"138","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-05-02",0.0168,99.64083333,4,139,228,"Prefire"
"139","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-05-03",0.05871764706,496.2129167,4,139,228,"Prefire"
"140","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-05-04",0.035875,260.1595833,4,139,228,"Prefire"
"141","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-05-05",0.0004666666667,154.6820833,4,139,228,"Prefire"
"142","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-05-07",0.0014,120.7016667,4,139,228,"Prefire"
"143","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-05-14",0.014,74.33166667,4,139,228,"Prefire"
"144","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-05-17",0.0021,52.03125,4,139,228,"Prefire"
"145","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-05-21",0.0042,36.87083333,3,139,228,"Prefire"
"146","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-05-28",0.0084,26.01666667,3,139,228,"Prefire"
"147","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-06-05",0.0084,34.86458333,3,139,228,"Prefire"
"148","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-06-20",0.007,20.23541667,3,139,228,"Prefire"
"149","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-07-03",0.0084,6.548333333,2,139,228,"Prefire"
"150","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-07-18",0.0098,5.074583333,2,139,228,"Prefire"
"151","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-07-31",0.0098,4.07125,2,139,228,"Prefire"
"152","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-08-14",0.0098,1.743333333,1,139,228,"Prefire"
"153","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-08-27",0.0238,1.8525,2,139,228,"Prefire"
"154","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-09-10",0.0042,3.249583333,2,139,228,"Prefire"
"155","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-09-22",0.014,3.425416667,2,139,228,"Prefire"
"156","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-10-07",0.0126,9.8525,2,139,228,"Prefire"
"157","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-10-21",0.0238,1.369583333,1,139,228,"Prefire"
"158","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-10-31",0.2378444444,8.233333333,2,139,228,"Prefire"
"159","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-11-01",0.2163,7.29625,2,139,228,"Prefire"
"160","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-11-02",0.028,2.848333333,2,139,228,"Prefire"
"161","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-11-03",0.04515,4.2,2,139,228,"Prefire"
"162","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-11-06",0.0224,2.5175,2,139,228,"Prefire"
"163","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-11-08",0.2261,45.60208333,3,139,228,"Prefire"
"164","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-11-09",0.0482,101.23375,4,139,228,"Prefire"
"165","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-11-10",0.0329,8.90875,2,139,228,"Prefire"
"166","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-11-11",0.0238,4.935833333,2,139,228,"Prefire"
"167","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-11-12",0.0308,12.07416667,2,139,228,"Prefire"
"168","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-11-13",0.0246,22.06458333,3,139,228,"Prefire"
"169","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-11-14",0.021,10.7975,2,139,228,"Prefire"
"170","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-11-21",0.0056,7.72875,2,139,228,"Prefire"
"171","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-11-26",0.021,4.74125,2,139,228,"Prefire"
"172","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-12-05",0.0182,4.720416667,2,139,228,"Prefire"
"173","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-12-10",0.02776666667,8.790833333,2,139,228,"Prefire"
"174","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-12-17",0.0112,7.887083333,2,139,228,"Prefire"
"175","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-12-22",0.0098,6.785,2,139,228,"Prefire"
"176","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-12-28",0.0112,13.15708333,2,139,228,"Prefire"
"177","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2003-12-29",0.0126,9.440416667,2,139,228,"Prefire"
"178","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-01-05",0.0098,11.03375,2,139,228,"Prefire"
"179","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-01-14",0.0084,12.39083333,2,139,228,"Prefire"
"180","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-01-23",0.0084,14.04166667,3,139,228,"Prefire"
"181","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-02",0.08148,51.91583333,3,139,228,"Prefire"
"182","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-03",0.0042,53.62541667,4,139,228,"Prefire"
"183","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-04",0.007,28.6125,3,139,228,"Prefire"
"184","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-05",0.0028,15.04458333,3,139,228,"Prefire"
"185","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-06",0.0028,14.57291667,3,139,228,"Prefire"
"186","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-17",0.0028,15.33916667,3,139,228,"Prefire"
"187","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-18",0.005133333333,65.60083333,4,139,228,"Prefire"
"188","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-19",0.00476,36.45833333,3,139,228,"Prefire"
"189","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-20",0.005133333333,30.61833333,3,139,228,"Prefire"
"190","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-22",0.06983529412,264.6829167,4,139,228,"Prefire"
"191","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-23",0.0518,79.7,4,139,228,"Prefire"
"192","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-24",0.01586666667,36.69291667,3,139,228,"Prefire"
"193","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-25",0.5901,3656.098333,4,139,228,"Prefire"
"194","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-26",0.9110181818,1016.174583,4,139,228,"Prefire"
"195","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-27",0.3577,195.38625,4,139,228,"Prefire"
"196","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-28",0.154,111.0275,4,139,228,"Prefire"
"197","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-02-29",0.0784,75.15791667,4,139,228,"Prefire"
"198","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-03-01",0.0586,74.2725,4,139,228,"Prefire"
"199","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-03-02",0.039,75.45291667,4,139,228,"Prefire"
"200","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-03-03",0.0308,65.95416667,4,139,228,"Prefire"
"201","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-03-08",0.0084,29.61541667,3,139,228,"Prefire"
"202","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-03-15",0.0084,28.20041667,3,139,228,"Prefire"
"203","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-03-24",0.0042,17.81666667,3,139,228,"Prefire"
"204","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-03-31",0.0028,11.26916667,2,139,228,"Prefire"
"205","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-04-14",0.0056,11.44625,2,139,228,"Prefire"
"206","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-04-21",0.0056,13.15708333,2,139,228,"Prefire"
"207","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-04-28",0.014,4.365833333,2,139,228,"Prefire"
"208","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-05-12",0.0084,12.97958333,2,139,228,"Prefire"
"209","sbc_lter_gav",2004,"2004-06-05","2004-06-05","before","2004-05-26",0.1162,8.495833333,2,139,228,"Prefire"
"210","sbc_lter_hon",2004,"2004-06-05","2004-06-05","before","2001-12-27",0.028,3.414166667,3,40,51,"Prefire"
"211","sbc_lter_hon",2004,"2004-06-05","2004-06-05","before","2002-05-06",0.091,11.2975,4,40,51,"Prefire"
"212","sbc_lter_hon",2004,"2004-06-05","2004-06-05","before","2002-05-13",0.14,7.423333333,3,40,51,"Prefire"
"213","sbc_lter_hon",2004,"2004-06-05","2004-06-05","before","2002-05-20",0.0532,12.53666667,4,40,51,"Prefire"
"214","sbc_lter_hon",2004,"2004-06-05","2004-06-05","before","2002-05-29",0.1218,11.38708333,4,40,51,"Prefire"
"215","sbc_lter_hon",2004,"2004-06-05","2004-06-05","before","2002-06-06",0.1442,13.56916667,4,40,51,"Prefire"
"216","sbc_lter_hon",2004,"2004-06-05","2004-06-05","before","2002-06-24",0.1246,9.97,4,40,51,"Prefire"
"217","sbc_lter_hon",2004,"2004-06-05","2004-06-05","before","2002-07-09",0.1442,12.12416667,4,40,51,"Prefire"
"218","sbc_lter_hon",2004,"2004-06-05","2004-06-05","before","2002-07-23",0.1582,4.23375,3,40,51,"Prefire"
